Sentiment,Text,Clean_Text,Predicted_Sentiment
Positive,وعلي الله قصد السبيل,وعلي الله قصد السبيل,Positive
Negative,وقّـف قلبو لحسن الشافعي,وقف قلبو لحسن الشافعي,Negative
Negative,وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه,وقعنا ولا ما وقعنا يللي بدهم يعملوه بيعملوه,Negative
Negative,ولا انا صورتي كذا اجي اهبال هوو,ولا انا صورتي كذا اجي اهبال هوو,Negative
Negative,ولا بقلو بيضه,ولا بقلو بيضه,Negative
Positive,ولا تنسو تبسمك في وجه اخيك صدقه,ولا تنسو تبسمك في وجه اخيك صدقه,Positive
Negative,ولا جورج في الزمنات بس حرام يفضحوهم,ولا جورج في الزمنات بس حرام يفضحوهم,Negative
Negative,ولا خير في امرٍ كرهت ان يطّلع عليه الناس,ولا خير في امر كرهت ان يطلع عليه الناس,Negative
Negative,ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبه اه يا بطني بس,ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبه اه يا بطني بس,Negative
Negative,ولا مستحيل يطلع واحد يفشل نفسه كذا,ولا مستحيل يطلع واحد يفشل نفسه كذا,Negative
Negative,ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم,ولاه امرك الوهابيين يكرعون الخمر والسديقي كرعا بالسر والعلن دون تطبيق الحدود عليهم,Negative
Negative,ولك تفيييه عليك,ولك تفيييه عليك,Negative
Negative,ولك واحد كندره,ولك واحد كندره,Negative
Negative,ولكن كيف ان المفاعل النووي غير مضر بالبيئه فهمني ؟؟,ولكن كيف ان المفاعل النووي غير مضر بالبيئه فهمني ؟؟,Negative
Negative,ولكوم ما نحن ميتين من دون هالوسطه,ولكوم ما نحن ميتين من دون هالوسطه,Negative
Negative,ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالانسان من حياته كلها,ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالانسان من حياته كلها,Negative
Positive,وماذا عن التفاؤل في يوم ربيعي جميل نحقق به الامال الطوال,وماذا عن التفاؤل في يوم ربيعي جميل نحقق به الامال الطوال,Positive
Positive,ومن احسن قولاممن دعالي وعمل صالحاووقال انني من المسلمين ,ومن احسن قولاممن دعالي وعمل صالحاووقال انني من المسلمين,Positive
Negative,ومن خسئ الشيعه اخوان القرده الخنازير,ومن خسئ الشيعه اخوان القرده الخنازير,Negative
Positive,ومن منطلق المسؤوليه التاريخيه للهاشميين تجاه المقدسات ياتي اهتمام الهاشميين بالقدس ومقدساتها,ومن منطلق المسؤوليه التاريخيه للهاشميين تجاه المقدسات ياتي اهتمام الهاشميين بالقدس ومقدساتها,Positive
Positive,ونشوف اغلى الاحبه في الروضه الرحيبه,ونشوف اغلى الاحبه في الروضه الرحيبه,Positive
Positive,ونعم بالله العلي العظيم ونعم بالله عزوجل,ونعم بالله العلي العظيم ونعم بالله عزوجل,Positive
Positive,ونعم بالله من اختار قرب الله فما خاب ابدا الله على دى راحه وده شعور الحمد لل,ونعم بالله من اختار قرب الله فما خاب ابدا الله على دى راحه وده شعور الحمد لل,Positive
Negative,وهابي تاج راسك يا اللي تاكل من وراك اذا في الوهابيه شئ مخالف لكتاب الله سنه نبيه اذكره لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط انت في هوه الخراب طنت من طنوت سوريا,وهابي تاج راسك يا اللي تاكل من وراك اذا في الوهابيه شئ مخالف لكتاب الله سنه نبيه اذكره لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط انت في هوه الخراب طنت من طنوت سوريا,Negative
Negative,وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير الجنه اللتي ستدخلها انت لا اريد دخولها  جهنم اشرفلي واهون علي من ان اكون مع احد الوهابين المنحطين لواطيي الاطفال,وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير الجنه اللتي ستدخلها انت لا اريد دخولها  جهنم اشرفلي واهون علي من ان اكون مع احد الوهابين المنحطين لواطيي الاطفال,Negative
Negative,وهاد اللي بخبص حكي ملوش معنا ابن مين هاد,وهاد اللي بخبص حكي ملوش معنا ابن مين هاد,Negative
Negative,وهاي المضروبه جايخه على وين,وهاي المضروبه جايخه على وين,Negative
Positive,وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام,وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام,Positive
Positive,وياريت بتظبط الكذب ماوش رجلي,وياريت بتظبط الكذب ماوش رجلي,Positive
Negative,ويحطمو رؤوسهم بارجلهم,ويحطمو رؤوسهم بارجلهم,Negative
Negative,وين القناه التافه الى تعرض هذول المعاتيه صحيح نحن في انحطاط,وين القناه التافه الى تعرض هذول المعاتيه صحيح نحن في انحطاط,Negative
Negative,وين الماء كل يوم الميه مقطوعه,وين الماء كل يوم الميه مقطوعه,Negative
Negative,وين بدهم يروحو يعني خالصه,وين بدهم يروحو يعني خالصه,Negative
Negative,يا اخوان انتبهوا الى انه اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا مله الاسلام وتبعوا الميوع مع الشيطان,يا اخوان انتبهوا الى انه اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا مله الاسلام وتبعوا الميوع مع الشيطان,Negative
Negative,يا اخوان نحن قرفنا,يا اخوان نحن قرفنا,Negative
Negative,يا اخي اطلع في صورتك بالمرايه وشوف ادائك هوه اداء فني+صوت مناسب قبل لا تفضح حالك في هيك برامج تافهه,يا اخي اطلع في صورتك بالمرايه وشوف ادائك هوه اداء فنيصوت مناسب قبل لا تفضح حالك في هيك برامج تافهه,Negative
Negative,يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمه بالبلد الباقي كله مكرهه صحيه,يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمه بالبلد الباقي كله مكرهه صحيه,Negative
Positive,يا ارحم الراحمين يا الله,يا ارحم الراحمين يا الله,Positive
